"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 18:32:50 GMT 2024","Wed Jun 05 18:32:50 GMT 2024","315","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Wed Jun 05 18:33:00 GMT 2024","Wed Jun 05 18:33:00 GMT 2024","687","tests","test_login","","","","test_successful_login",""
"passed","Wed Jun 05 18:32:49 GMT 2024","Wed Jun 05 18:32:50 GMT 2024","734","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Wed Jun 05 18:32:50 GMT 2024","Wed Jun 05 18:32:50 GMT 2024","18","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Wed Jun 05 18:32:55 GMT 2024","Wed Jun 05 18:32:58 GMT 2024","2627","tests","test_edit","","","","test_edit",""
"passed","Wed Jun 05 18:32:59 GMT 2024","Wed Jun 05 18:32:59 GMT 2024","44","tests","test_home","","","","test_successful_login",""
"passed","Wed Jun 05 18:33:01 GMT 2024","Wed Jun 05 18:33:02 GMT 2024","682","tests","test_login","","","","test_failed_login",""
"passed","Wed Jun 05 18:32:53 GMT 2024","Wed Jun 05 18:32:54 GMT 2024","761","tests","test_edit","","","","test_autocomplete",""
