"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 17:55:49 GMT 2024","Mon Jun 03 17:55:51 GMT 2024","2660","tests","test_edit","","","","test_edit",""
"passed","Mon Jun 03 17:55:53 GMT 2024","Mon Jun 03 17:55:54 GMT 2024","683","tests","test_login","","","","test_successful_login",""
"passed","Mon Jun 03 17:55:54 GMT 2024","Mon Jun 03 17:55:55 GMT 2024","684","tests","test_login","","","","test_failed_login",""
"passed","Mon Jun 03 17:55:35 GMT 2024","Mon Jun 03 17:55:36 GMT 2024","756","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Mon Jun 03 17:55:53 GMT 2024","Mon Jun 03 17:55:53 GMT 2024","37","tests","test_home","","","","test_successful_login",""
"passed","Mon Jun 03 17:55:36 GMT 2024","Mon Jun 03 17:55:36 GMT 2024","16","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Mon Jun 03 17:55:36 GMT 2024","Mon Jun 03 17:55:36 GMT 2024","314","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Mon Jun 03 17:55:46 GMT 2024","Mon Jun 03 17:55:47 GMT 2024","796","tests","test_edit","","","","test_autocomplete",""
