"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 19:23:55 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","24","tests.api","test_api_signup","","","","test_should_return_400_if_username_too_short",""
"passed","Wed Jun 12 19:23:56 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","50","tests.api","test_get_users","","","","test_successful_get_users",""
"passed","Wed Jun 12 19:23:56 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","29","tests.api","test_api_signup","","","","test_should_return_400_if_email_invalid",""
"passed","Wed Jun 12 19:23:55 GMT 2024","Wed Jun 12 19:23:55 GMT 2024","301","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Wed Jun 12 19:23:55 GMT 2024","Wed Jun 12 19:23:55 GMT 2024","362","tests.api","test_api_signup","","","","test_successful_api_signup",""
"passed","Wed Jun 12 19:24:07 GMT 2024","Wed Jun 12 19:24:08 GMT 2024","1139","tests","test_login","","","","test_successful_login",""
"passed","Wed Jun 12 19:24:18 GMT 2024","Wed Jun 12 19:24:18 GMT 2024","694","tests.ui","test_login","","","","test_successful_login",""
"passed","Wed Jun 12 19:24:17 GMT 2024","Wed Jun 12 19:24:17 GMT 2024","44","tests.ui","test_home","","","","test_successful_login",""
"passed","Wed Jun 12 19:23:56 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","11","tests.api","test_get_users","","","","test_get_users_no_auth_header",""
"passed","Wed Jun 12 19:24:20 GMT 2024","Wed Jun 12 19:24:21 GMT 2024","936","tests.ui","test_register","","","","test_successful_registration_and_login",""
"passed","Wed Jun 12 19:23:54 GMT 2024","Wed Jun 12 19:23:54 GMT 2024","773","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Wed Jun 12 19:24:19 GMT 2024","Wed Jun 12 19:24:20 GMT 2024","697","tests.ui","test_login","","","","test_failed_login",""
"passed","Wed Jun 12 19:23:55 GMT 2024","Wed Jun 12 19:23:55 GMT 2024","314","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Wed Jun 12 19:24:22 GMT 2024","Wed Jun 12 19:24:22 GMT 2024","52","tests.ui","test_register","","","","test_cancel_registration_opens_login_page",""
"passed","Wed Jun 12 19:23:54 GMT 2024","Wed Jun 12 19:23:55 GMT 2024","19","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Wed Jun 12 19:24:11 GMT 2024","Wed Jun 12 19:24:12 GMT 2024","709","tests.ui","test_edit","","","","test_autocomplete",""
"passed","Wed Jun 12 19:24:09 GMT 2024","Wed Jun 12 19:24:10 GMT 2024","693","tests","test_login","","","","test_failed_login",""
"passed","Wed Jun 12 19:23:56 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","13","tests.api","test_api_signup","","","","test_should_return_400_if_password_too_short",""
"passed","Wed Jun 12 19:24:13 GMT 2024","Wed Jun 12 19:24:16 GMT 2024","2532","tests.ui","test_edit","","","","test_edit",""
"passed","Wed Jun 12 19:23:56 GMT 2024","Wed Jun 12 19:23:56 GMT 2024","10","tests.api","test_get_users","","","","test_failed_get_users_with_bad_token",""
