"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 15:32:24 GMT 2024","Fri Jun 07 15:32:25 GMT 2024","686","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 07 15:32:09 GMT 2024","Fri Jun 07 15:32:10 GMT 2024","304","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Fri Jun 07 15:32:08 GMT 2024","Fri Jun 07 15:32:09 GMT 2024","779","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 07 15:32:09 GMT 2024","Fri Jun 07 15:32:09 GMT 2024","20","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 07 15:32:18 GMT 2024","Fri Jun 07 15:32:18 GMT 2024","821","tests","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 07 15:32:09 GMT 2024","Fri Jun 07 15:32:09 GMT 2024","324","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 07 15:32:24 GMT 2024","Fri Jun 07 15:32:24 GMT 2024","46","tests","test_home","","","","test_successful_login",""
"passed","Fri Jun 07 15:32:20 GMT 2024","Fri Jun 07 15:32:22 GMT 2024","2700","tests","test_edit","","","","test_edit",""
"passed","Fri Jun 07 15:32:26 GMT 2024","Fri Jun 07 15:32:26 GMT 2024","686","tests","test_login","","","","test_failed_login",""
